SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,COUNTY
PAST SALE,June-24-2024,Single Family Residential,130 Lower Unionville Rd,Wantage Twp.,NJ,07461-3509,415000.0,3.0,1.5,Wantage Twp.,,40946.0,1971.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/130-Lower-Unionville-Rd-07461/home/37847068,GSMLS,3895176,N,Y,41.2230519,-74.5782053,Sussex
PAST SALE,June-14-2024,Single Family Residential,39 Curving Hill Dr,Vernon Twp.,NJ,07422-1029,414600.0,4.0,1.5,Vernon Twp.,,40946.0,,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/39-Curving-Hill-Dr-07422/home/167657743,GSMLS,3892466,N,Y,41.2042241,-74.4250915,Sussex
PAST SALE,May-17-2024,Single Family Residential,18 The Rotunda,Byram Twp.,NJ,07821-4033,410700.0,3.0,1.5,Byram Twp.,,16552.0,1973.0,,,,Sold,,,https://www.redfin.com/NJ/Byram-Township/18-The-Rotunda-07821/home/37679802,GSMLS,3885657,N,Y,40.9759793,-74.7213421,Sussex
PAST SALE,September-29-2022,Single Family Residential,361 E Lakeshore Dr,Vernon Twp.,NJ,07422-2222,410000.0,1.0,1.0,Vernon Twp.,,15245.0,1940.0,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/361-E-Lakeshore-Dr-07422/home/167665460,GSMLS,3803312,N,Y,41.1749405,-74.4510285,Sussex
PAST SALE,April-5-2023,Single Family Residential,9 Trenton Rd,West Milford Twp.,NJ,07421-1158,415000.0,3.0,2.0,West Milford Twp.,,11761.0,1990.0,,,,Sold,,,https://www.redfin.com/NJ/Hewitt/9-Trenton-Rd-07421/home/37842832,GSMLS,3826776,N,Y,41.1889113,-74.3850234,Sussex
PAST SALE,December-6-2022,Single Family Residential,91 Decker Pond Rd,Green Twp.,NJ,07821-2012,410000.0,4.0,2.5,Green Twp.,,,1901.0,,,,Sold,,,https://www.redfin.com/NJ/Andover/91-Decker-Pond-Rd-07821/home/37695967,GSMLS,3813030,N,Y,40.9516207,-74.7923231,Sussex
PAST SALE,April-18-2024,Single Family Residential,23 Madison Dr,Ogdensburg Boro,NJ,07439-1034,410000.0,3.0,2.0,Ogdensburg Boro,,14810.0,1961.0,,,,Sold,,,https://www.redfin.com/NJ/Ogdensburg/23-Madison-Dr-07439/home/37744856,GSMLS,3880908,N,Y,41.0661048,-74.6001058,Sussex
PAST SALE,April-1-2022,Single Family Residential,64 Brookwood Dr,Byram Twp.,NJ,07874-3206,410000.0,3.0,1.0,Byram Twp.,,23958.0,1955.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/64-Brookwood-Dr-07874/home/37677873,GSMLS,3757724,N,Y,40.928951,-74.7067061,Sussex
PAST SALE,August-17-2023,Single Family Residential,24 Skidmore Trl,Hopatcong Boro,NJ,07843-1736,415000.0,4.0,2.0,Hopatcong Boro,,6534.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/24-Skidmore-Trl-07843/home/37721426,GSMLS,3841499,N,Y,40.9467533,-74.6599111,Sussex
PAST SALE,March-1-2024,Single Family Residential,17 Glen Ave,Hardyston Twp.,NJ,07460-1134,417500.0,3.0,2.0,Hardyston Twp.,,23958.0,1953.0,,,,Sold,,,https://www.redfin.com/NJ/Stockholm/17-Glen-Ave-07460/home/37706771,GSMLS,3880873,N,Y,41.0714476,-74.5269426,Sussex
PAST SALE,May-25-2023,Single Family Residential,13 Wild Cat Rd,Franklin,NJ,07416,410720.0,4.0,1.5,Franklin,2035.0,63685.0,1920.0,,202.0,,Sold,,,https://www.redfin.com/NJ/Franklin/13-Wild-Cat-Rd-07416/home/37690951,CJMLS,2309374R,N,Y,41.1164739,-74.5928173,Sussex
PAST SALE,April-19-2024,Single Family Residential,61 Upper North Shore Rd,Frankford Twp.,NJ,07826-4009,415000.0,3.0,2.0,Frankford Twp.,,14374.0,1975.0,,,,Sold,,,https://www.redfin.com/NJ/Branchville/61-Upper-North-Shore-Rd-07826/home/37686766,GSMLS,3889215,N,Y,41.1800685,-74.7722518,Sussex
PAST SALE,April-30-2021,Single Family Residential,29 River Rd,Byram Twp.,NJ,07874-3444,410000.0,3.0,2.0,Byram Twp.,,19602.0,1965.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/29-River-Rd-07874/home/37677615,GSMLS,3701279,N,Y,40.9178345,-74.7275072,Sussex
PAST SALE,September-6-2024,Single Family Residential,54 Decker Rd,Wantage Twp.,NJ,07461-2714,415000.0,3.0,2.0,Wantage Twp.,,66211.0,2014.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/54-Decker-Rd-07461/home/37857069,GSMLS,3913442,N,Y,41.2093077,-74.6787053,Sussex
PAST SALE,May-17-2023,Single Family Residential,13 Chestnut St,Vernon Twp.,NJ,07422-1329,410000.0,3.0,2.5,Vernon Twp.,,30491.0,2006.0,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/13-Chestnut-St-07422/home/167663988,GSMLS,3834631,N,Y,41.1780441,-74.4474491,Sussex
PAST SALE,December-14-2023,Single Family Residential,12 Birch Dr,Newton Town,NJ,07860-2502,415000.0,3.0,1.5,Newton Town,,9147.0,1973.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/12-Birch-Dr-07860/home/37742409,GSMLS,3872095,N,Y,41.0443189,-74.7486457,Sussex
PAST SALE,December-16-2021,Single Family Residential,150 Limecrest Rd,Andover Twp.,NJ,07821-5026,415000.0,4.0,3.0,Andover Twp.,,43560.0,,,,,Sold,,,https://www.redfin.com/NJ/Andover/150-Limecrest-Rd-07821/home/37673894,GSMLS,3751181,N,Y,41.001139,-74.738154,Sussex
PAST SALE,August-18-2022,Single Family Residential,20 Perona Rd,Andover Twp.,NJ,07821-5000,415000.0,3.0,2.0,Andover Twp.,,62290.0,1972.0,,,,Sold,,,https://www.redfin.com/NJ/Andover/20-Perona-Rd-07821/home/37673694,GSMLS,3788303,N,Y,41.0077023,-74.6963254,Sussex
PAST SALE,,Single Family Residential,16 Turnberry Ln,Hamburg,NJ,07419,415000.0,,,,2264.0,3920.0,2005.0,,183.0,,,,,https://www.redfin.com/NJ/Hamburg/16-Turnberry-Ln-07419/home/37670071,,,N,Y,41.151184,-74.5654689,Sussex
PAST SALE,August-29-2024,Single Family Residential,42 Lee Dr,Vernon,NJ,07422,412500.0,3.0,2.0,Vernon,,11761.0,,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/42-Lee-Dr-07422/home/167658183,NJMLS,24023500,N,Y,41.2086967,-74.4226232,Sussex
PAST SALE,October-25-2022,Single Family Residential,17 Limecrest Rd,Andover Boro,NJ,07821-4530,415000.0,3.0,2.5,Andover Boro,,74052.0,1987.0,,,,Sold,,,https://www.redfin.com/NJ/Andover/17-Limecrest-Rd-07821/home/37673088,GSMLS,3793333,N,Y,40.99821171552495,-74.74135566261971,Sussex
PAST SALE,September-30-2022,Single Family Residential,136 Seneca Lake Rd,Sparta Twp.,NJ,07871-2827,411000.0,3.0,1.5,Sparta Twp.,,18730.0,1962.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/136-Seneca-Lake-Rd-07871/home/37761177,GSMLS,3793403,N,Y,41.0001853,-74.6496057,Sussex
PAST SALE,March-16-2020,Single Family Residential,9 TUDOR HILL Dr,Vernon Twp.,NJ,07461-4406,415000.0,4.0,2.5,Vernon Twp.,,84506.0,1993.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/9-Tudor-Hill-Rd-07461/home/167660402,GSMLS,3614831,N,Y,41.2282831,-74.5440242,Sussex
PAST SALE,July-15-2024,Single Family Residential,114 Statesville Quarry Rd,Lafayette Twp.,NJ,07848-3129,415000.0,3.0,2.0,Lafayette Twp.,,87120.0,1969.0,,,,Sold,,,https://www.redfin.com/NJ/Lafayette/114-Statesville-Quarry-Rd-07848/home/37732412,GSMLS,3901196,N,Y,41.1301684,-74.6846866,Sussex
PAST SALE,May-6-2022,Single Family Residential,8 Bracken Hill Rd,Hardyston Twp.,NJ,07419-1294,417000.0,3.0,3.5,Hardyston Twp.,,15245.0,2004.0,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/8-Bracken-Hill-Rd-07419/home/37876857,GSMLS,3770474,N,Y,41.1539948,-74.5593969,Sussex
PAST SALE,December-16-2021,Single Family Residential,28 Van Sickle Rd,Lafayette Twp.,NJ,07848-3102,410000.0,3.0,2.5,Lafayette Twp.,,43124.0,1981.0,,,,Sold,,,https://www.redfin.com/NJ/Lafayette/28-Van-Sickle-Rd-07848/home/37730066,GSMLS,3749517,N,Y,41.1111116,-74.6838828,Sussex
PAST SALE,April-30-2021,Single Family Residential,3 Young Dr,Stanhope Boro,NJ,07874-2701,410000.0,4.0,2.5,Stanhope Boro,,12632.0,,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/3-Young-Dr-07874/home/37787584,GSMLS,3696529,N,Y,40.9127471,-74.7118965,Sussex
PAST SALE,,Single Family Residential,40 Briar Ct,Hamburg,NJ,07419,410000.0,,,,2616.0,5445.0,2005.0,,157.0,,,,,https://www.redfin.com/NJ/Hamburg/40-Briar-Ct-07419/home/37665319,,,N,Y,41.148969,-74.557361,Sussex
PAST SALE,May-27-2021,Single Family Residential,6 FLORA Ave,Hopatcong Boro,NJ,07874-2400,415000.0,4.0,3.5,Hopatcong Boro,,23522.0,2002.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/6-Flora-Ave-07874/home/37712773,GSMLS,3702434,N,Y,40.914765,-74.6773627,Sussex
PAST SALE,June-30-2021,Single Family Residential,58 Woodlawn Rd,Sparta Twp.,NJ,07871-2026,414000.0,3.0,1.5,Sparta Twp.,1276.0,10799.0,1959.0,,324.0,,Sold,,,https://www.redfin.com/NJ/Sparta/58-Woodlawn-Rd-07871/home/37774718,GSMLS,3711908,N,Y,41.0170913,-74.6472024,Sussex
PAST SALE,May-15-2024,Single Family Residential,12 Giancarlo Ln,Newton Town,NJ,07860,415000.0,3.0,2.5,Newton Town,,,2015.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/12-Giancarlo-Ln-07860/home/104000818,GSMLS,3893086,N,Y,41.0464046,-74.7460574,Sussex
PAST SALE,May-13-2022,Single Family Residential,5 James St,Stanhope Boro,NJ,07874-2704,415000.0,4.0,1.5,Stanhope Boro,,11761.0,1961.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/5-James-St-07874/home/37787459,GSMLS,3770318,N,Y,40.9132918,-74.7110711,Sussex
PAST SALE,January-14-2022,Single Family Residential,26 Ross Rd,Byram Twp.,NJ,07874-3230,410500.0,4.0,2.5,Byram Twp.,,40075.0,1975.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/26-Ross-Rd-07874/home/37683512,GSMLS,3753546,N,Y,40.9247569,-74.7088436,Sussex
PAST SALE,May-10-2021,Single Family Residential,69 Valley View Trl,Sparta Twp.,NJ,07871-1335,410000.0,3.0,2.0,Sparta Twp.,,11325.0,1976.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/69-Valley-View-Trl-07871/home/37768724,GSMLS,3699320,N,Y,41.0172052,-74.68217,Sussex
PAST SALE,August-30-2022,Single Family Residential,10 Ogden Way,Ogdensburg,NJ,07439,410000.0,4.0,2.5,Ogdensburg,,15246.0,,,,,Sold,,,https://www.redfin.com/NJ/Ogdensburg/10-Ogden-Way-07439/home/37747047,NJMLS,22025592,N,Y,41.082552,-74.5897372,Sussex
PAST SALE,March-9-2022,Single Family Residential,89 Hillside Rd,Sparta,NJ,07871,415000.0,3.0,2.0,Sparta,,7379.0,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/89-Hillside-Rd-07871/home/37774897,NJMLS,22001675,N,Y,41.012962,-74.6549903,Sussex
PAST SALE,June-30-2023,Single Family Residential,1 Westview Ter,Andover Twp.,NJ,07860-6040,410000.0,3.0,2.0,Andover Twp.,,16552.0,,,,,Sold,,,https://www.redfin.com/NJ/Newton/1-Westview-Ter-07860/home/37675923,GSMLS,3845012,N,Y,41.0245951,-74.7539278,Sussex
PAST SALE,October-20-2023,Single Family Residential,907 Marigold Way,Stillwater Twp.,NJ,07860-4130,417500.0,3.0,2.0,Stillwater Twp.,,18730.0,1965.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/907-Marigold-Way-07860/home/37787293,GSMLS,3855681,N,Y,41.1213447,-74.8479489,Sussex
PAST SALE,,Single Family Residential,57 Hedden Rd,Andover,NJ,07821,415000.0,,,,2718.0,109466.0,1991.0,,153.0,,,,,https://www.redfin.com/NJ/Andover/57-Hedden-Rd-07821/home/37694491,,,N,Y,40.9657637,-74.8150182,Sussex
PAST SALE,March-9-2023,Single Family Residential,106 Camp Trl,Hopatcong Boro,NJ,07821-2934,409900.0,3.0,2.0,Hopatcong Boro,,17424.0,,,,,Sold,,,https://www.redfin.com/NJ/Andover/106-Camp-Trl-07821/home/37728951,GSMLS,3800633,N,Y,40.954115,-74.65984,Sussex
PAST SALE,October-12-2023,Single Family Residential,565 W Shore Trl,Sparta Twp.,NJ,07871-1433,415000.0,2.0,2.0,Sparta Twp.,,10018.0,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/565-W-Shore-Trl-07871/home/37772902,GSMLS,3851324,N,Y,41.0128746,-74.6724111,Sussex
PAST SALE,June-21-2022,Single Family Residential,18 Toboggan Trl,Vernon,NJ,07461,415000.0,3.0,2.5,Vernon,,14375.0,,,,,Sold,,,https://www.redfin.com/NJ/Sussex/18-Toboggan-Trl-07461/home/167660275,NJMLS,22014726,N,Y,41.2283947,-74.5148459,Sussex
PAST SALE,February-24-2023,Single Family Residential,42 Chestnut Tree Dr,Vernon,NJ,07422,410000.0,3.0,2.0,Vernon,,33541.0,,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/42-Chestnut-Tree-Dr-07422/home/167658139,NJMLS,22044224,N,Y,41.2097162,-74.4229908,Sussex
PAST SALE,,Single Family Residential,11 Wallkill Rd,Sparta,NJ,07871,409000.0,,,,1200.0,9361.0,1954.0,,341.0,,,,,https://www.redfin.com/NJ/Sparta/11-Wallkill-Rd-07871/home/37777052,,,N,Y,41.0290134,-74.6393142,Sussex
PAST SALE,October-18-2023,Single Family Residential,212 Annisquam Rd,Vernon Twp.,NJ,07422-1806,411997.0,2.0,1.0,Vernon Twp.,,13503.0,1954.0,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/212-Annisquam-Rd-07422/home/167664500,GSMLS,3861225,N,Y,41.1758701,-74.4679261,Sussex
PAST SALE,July-9-2024,Single Family Residential,8 Bell St,Stanhope,NJ,07874,410000.0,3.0,1.0,Stanhope,,6098.0,,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/8-Bell-St-07874/home/37784623,NJMLS,24014902,N,Y,40.9063422,-74.7110937,Sussex
PAST SALE,May-14-2021,Single Family Residential,9 Summit Rd,Sparta Twp.,NJ,07871-1410,410000.0,4.0,3.0,Sparta Twp.,,31798.0,1958.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/9-Summit-Rd-07871/home/37771456,GSMLS,3699023,N,Y,41.0217795,-74.6727606,Sussex
PAST SALE,August-31-2022,Single Family Residential,329 E Shore Trl,Sparta,NJ,07871,415000.0,3.0,2.5,Sparta,,12240.0,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/329-E-Shore-Trl-07871/home/37774950,NJMLS,22024801,N,Y,41.0104214,-74.6624348,Sussex
PAST SALE,December-17-2021,Single Family Residential,15 Dennis Hill Rd,Byram Twp.,NJ,07821-3630,415000.0,4.0,2.5,Byram Twp.,,13068.0,1939.0,,,,Sold,,,https://www.redfin.com/NJ/Byram-Township/15-Dennis-Hill-Rd-07821/home/37681457,GSMLS,3737930,N,Y,40.953246,-74.7455255,Sussex
PAST SALE,May-17-2021,Single Family Residential,197 Glen Rd,Sparta Twp.,NJ,07871-3171,415000.0,4.0,2.0,Sparta Twp.,,,1905.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/197-Glen-Rd-07871/home/37757292,GSMLS,3698692,N,Y,41.0371172,-74.6109372,Sussex
PAST SALE,March-10-2022,Single Family Residential,7 Black Dirt Rd,Wantage Twp.,NJ,07461-3814,415000.0,3.0,2.5,Wantage Twp.,,97138.0,2000.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/7-Black-Dirt-Rd-07461/home/37849586,GSMLS,3758823,N,Y,41.2872438,-74.5886418,Sussex
PAST SALE,July-19-2021,Single Family Residential,39 Lake Shore Dr,Sparta Twp.,NJ,07871-3825,414000.0,3.0,3.0,Sparta Twp.,2600.0,12632.0,1965.0,,159.0,,Sold,,,https://www.redfin.com/NJ/Sparta/39-Lake-Shore-Dr-07871/home/37752111,GSMLS,3711905,N,Y,41.0476227,-74.5626451,Sussex
PAST SALE,September-30-2022,Single Family Residential,229 Kennedy Rd,Green Twp.,NJ,07879,410000.0,3.0,2.5,Green Twp.,,56628.0,1984.0,,,,Sold,,,https://www.redfin.com/NJ/Green-Twp/229-Kennedy-RD-07860/home/175724379,GSMLS,3784938,N,Y,40.9709716796311,-74.81900596540073,Sussex
PAST SALE,February-28-2022,Single Family Residential,6 W Lake Dr,Byram Twp.,NJ,07874-3018,415000.0,3.0,2.0,Byram Twp.,,20473.0,1961.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/6-W-Lake-Dr-07874/home/37680025,GSMLS,3757071,N,Y,40.9442096,-74.7018664,Sussex
PAST SALE,August-26-2020,Single Family Residential,130 STATESVILLE QUARRY Rd,Lafayette Twp.,NJ,07848-3129,410000.0,3.0,2.5,Lafayette Twp.,,503118.0,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Lafayette/130-Statesville-Quarry-Rd-07848/home/113999159,GSMLS,3643497,N,Y,41.1307084,-74.6796432,Sussex
PAST SALE,October-26-2021,Single Family Residential,61 Parsons Rd,Hampton Twp.,NJ,07860-6337,410000.0,2.0,1.0,Hampton Twp.,,,1875.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/61-Parsons-Rd-07860/home/176235567,GSMLS,3737277,N,Y,41.0912203,-74.7777195,Sussex
PAST SALE,July-1-2020,Single Family Residential,1013 E LAKESIDE Dr,Vernon Twp.,NJ,07422-2049,416000.0,3.0,2.0,Vernon Twp.,,10018.0,1965.0,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/1013-Lakeside-Dr-E-07422/home/167666265,GSMLS,3630006,N,Y,41.1598121,-74.46357,Sussex
PAST SALE,March-25-2022,Single Family Residential,75 W Shore Trl,Sparta Twp.,NJ,07871-1714,410000.0,3.0,2.0,Sparta Twp.,,,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/75-W-Shore-Trl-07871/home/37779081,GSMLS,3759155,N,Y,41.0348331,-74.647459,Sussex
PAST SALE,August-20-2021,Single Family Residential,3 Wood Run,Hampton Twp.,NJ,07860-1416,410000.0,3.0,2.5,Hampton Twp.,,32234.0,1974.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/3-Wood-Run-07860/home/37705409,GSMLS,3720627,N,Y,41.0770201,-74.7322561,Sussex
PAST SALE,,Single Family Residential,72 Stanhope Rd,Sparta,NJ,07871,410000.0,,,,2468.0,31520.0,1959.0,,166.0,,,,,https://www.redfin.com/NJ/Sparta/72-Stanhope-Rd-07871/home/37777177,,,N,Y,41.0249836,-74.6371611,Sussex
PAST SALE,May-26-2021,Single Family Residential,74 Lakeside Dr NW,Vernon Twp.,NJ,07461-4542,410000.0,4.0,3.0,Vernon Twp.,,,,,,,Sold,,,https://www.redfin.com/NJ/Sussex/74-Lakeside-Dr-NW-07461/home/167658592,GSMLS,3700156,N,Y,41.2546783,-74.5224158,Sussex
PAST SALE,October-18-2023,Single Family Residential,6 Greystone Ct,Wantage,NJ,07461,410000.0,3.0,2.0,Wantage,,13499.0,,,,,Sold,,,https://www.redfin.com/NJ/Wantage/6-Greystone-Ct-07461/home/37854594,NJMLS,23025514,N,Y,41.206211,-74.62991,Sussex
PAST SALE,August-26-2021,Single Family Residential,115 Route 628,Wantage Twp.,NJ,07461,410000.0,3.0,2.0,Wantage Twp.,,324522.0,1972.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/115-County-Rd-628-07461/home/37856833,GSMLS,3722963,N,Y,41.2081413,-74.6489749,Sussex
PAST SALE,October-29-2020,Single Family Residential,2076 LAKESIDE Dr W,Vernon Twp.,NJ,07422-1804,411250.0,1.0,0.0,Vernon Twp.,,14810.0,1942.0,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/2076-Lakeside-Dr-W-07422/home/167666225,GSMLS,3659032,N,Y,41.161437,-74.46938,Sussex
PAST SALE,October-30-2020,Single Family Residential,8 MILDRED Ave,Hopatcong Boro,NJ,07874-2229,409900.0,5.0,3.5,Hopatcong Boro,,22651.0,,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/8-Mildred-Ave-07874/home/37712919,GSMLS,3659232,N,Y,40.9198403,-74.6803738,Sussex
PAST SALE,August-31-2021,Single Family Residential,45 Beemer Church Rd,Wantage Twp.,NJ,07826-5703,410000.0,3.0,2.0,Wantage Twp.,,187308.0,1984.0,,,,Sold,,,https://www.redfin.com/NJ/Branchville/45-Beemer-Church-Rd-07826/home/37854523,GSMLS,3722350,N,Y,41.1807258,-74.674274,Sussex
PAST SALE,July-16-2024,Single Family Residential,30 Wallkill Rd,Sparta,NJ,07871,415000.0,3.0,1.5,Sparta,,22699.0,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/30-Wallkill-Rd-07871/home/37776880,NJMLS,24014464,N,Y,41.0275864,-74.6375755,Sussex
PAST SALE,January-19-2022,Single Family Residential,15 New St,Stanhope Boro,NJ,07874-2617,409000.0,4.0,2.0,Stanhope Boro,,14810.0,1952.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/15-New-St-07874/home/37784645,GSMLS,3751736,N,Y,40.9035776,-74.7107993,Sussex
PAST SALE,December-22-2021,Single Family Residential,10 Chandoga Dr,Hampton Twp.,NJ,07860-6300,417500.0,4.0,3.0,Hampton Twp.,,37026.0,1973.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/10-Chandoga-Dr-07860/home/37703226,GSMLS,3746651,N,Y,41.0866198,-74.8020815,Sussex
PAST SALE,November-21-2019,Single Family Residential,11 HICKORY TREE Ln,Sparta Twp.,NJ,07871-2312,415000.0,3.0,2.5,Sparta Twp.,,,1946.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/11-Hickory-Tree-Ln-07871/home/37761468,GSMLS,3587546,N,Y,41.029013,-74.636063,Sussex
PAST SALE,March-16-2023,Single Family Residential,34 Appleseed Rd,Vernon,NJ,07461,410000.0,3.0,2.5,Vernon,,15246.0,,,,,Sold,,,https://www.redfin.com/NJ/Sussex/34-Appleseed-Rd-07461/home/167658686,NJMLS,23000530,N,Y,41.2418824,-74.5216247,Sussex
PAST SALE,November-2-2022,Single Family Residential,55 Walnut St,Wantage Twp.,NJ,07461-2542,415000.0,3.0,2.5,Wantage Twp.,,14810.0,1890.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/55-Walnut-St-07461/home/37849240,GSMLS,3795509,N,Y,41.2056321,-74.5999796,Sussex
PAST SALE,December-4-2020,Single Family Residential,27 SYCAMORE Ln,West Milford Twp.,NJ,07421-1748,415000.0,3.0,2.0,West Milford Twp.,,44866.0,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Hewitt/27-Sycamore-Ln-07421/home/37843057,GSMLS,3667045,N,Y,41.1826594,-74.3922393,Sussex
PAST SALE,October-28-2024,Single Family Residential,74 Greenhill Rd,Vernon,NJ,07419,410000.0,3.0,1.5,Vernon,,10454.0,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/74-Greenhill-Rd-07419/home/167670842,NJMLS,24026779,N,Y,41.1842087,-74.5564664,Sussex
PAST SALE,April-29-2020,Single Family Residential,20 MAPLE Ln,Frankford Twp.,NJ,07826-5064,410000.0,4.0,4.0,Frankford Twp.,,553212.0,2006.0,,,,Sold,,,https://www.redfin.com/NJ/Branchville/20-Maple-Ln-07826/home/147557899,GSMLS,3617451,N,Y,41.1632565,-74.7939113,Sussex
PAST SALE,May-6-2021,Single Family Residential,37 Bracken Hill Rd,Hardyston Twp.,NJ,07419-1280,410000.0,2.0,3.5,Hardyston Twp.,,7840.0,2003.0,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/37-Bracken-Hill-Rd-07419/home/37661270,GSMLS,3694213,N,Y,41.1533824,-74.5636463,Sussex
PAST SALE,September-28-2020,Single Family Residential,10 S SHORE Trl,Sparta Twp.,NJ,07871-1611,413900.0,3.0,2.5,Sparta Twp.,,20908.0,1935.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/10-S-Shore-Trl-07871/home/37771264,GSMLS,3649797,N,Y,41.030927,-74.6569603,Sussex
PAST SALE,April-12-2023,Single Family Residential,15 Highland Ave,Ogdensburg,NJ,07439,415000.0,4.0,2.5,Ogdensburg,,15398.0,,,,,Sold,,,https://www.redfin.com/NJ/Ogdensburg/15-Highland-Ave-07439/home/37746088,NJMLS,23002796,N,Y,41.0800529,-74.5916424,Sussex
PAST SALE,August-9-2024,Single Family Residential,32 Harvard Trl,Hopatcong Boro,NJ,07843-1721,410000.0,3.0,2.0,Hopatcong Boro,,4356.0,1951.0,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/32-Harvard-Trl-07843/home/37721299,GSMLS,3903919,N,Y,40.9459779,-74.6613042,Sussex
PAST SALE,February-20-2020,Single Family Residential,31 PERONA Rd,Andover Twp.,NJ,07821-5001,410000.0,4.0,2.5,Andover Twp.,,154202.0,,,,,Sold,,,https://www.redfin.com/NJ/Andover/31-Perona-Rd-07821/home/37665264,GSMLS,3604827,N,Y,41.0102743,-74.6921197,Sussex
PAST SALE,September-21-2020,Single Family Residential,117 SUMMIT Rd,Sparta Twp.,NJ,07871-1432,410000.0,4.0,3.0,Sparta Twp.,,14810.0,1953.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/117-Summit-Rd-07871/home/37769006,GSMLS,3647182,N,Y,41.0171708,-74.679195,Sussex
PAST SALE,June-21-2024,Single Family Residential,21 Crestview Ln,Vernon,NJ,07419,415000.0,3.0,1.5,Vernon,,61420.0,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/21-Crestview-Ln-07419/home/167670620,NJMLS,24010248,N,Y,41.1887043,-74.5579699,Sussex
PAST SALE,September-20-2024,Single Family Residential,78 Davis Rd,Sparta Twp.,NJ,07416-1107,410000.0,3.0,1.0,Sparta Twp.,,,1960.0,,,,Sold,,,https://www.redfin.com/NJ/Franklin/78-Davis-Rd-07416/home/37763850,GSMLS,3906182,N,Y,41.1055427,-74.620421,Sussex
PAST SALE,September-30-2021,Single Family Residential,43 Adelphi Trl,Hopatcong Boro,NJ,07843-1766,410000.0,4.0,2.0,Hopatcong Boro,,13068.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/43-Adelphi-Trl-07843/home/37723020,GSMLS,3726218,N,Y,40.9549441,-74.6540624,Sussex
